,cleanwords
8780,charleston
8781,struck
8782,good
8783,opportunity
8784,go
8785,see
8786,car
8787,go
8788,bunker
8789,hill
8790,monument
8791,inquired
8792,conductor
8793,goes
8794,minutes
8795,walk
8796,long
8797,go
8798,twenty
8799,minutes
8800,ben
8801,reflected
8802,train
8803,start
8804,till
8805,clock
8806,plenty
8807,time
8808,excursion
8809,know
8810,have
8811,chance
8812,resolved
8813,avail
8814,helped
8815,emma
8816,board
8817,car
8818,got
8819,ride
8820,electric
8821,cars
8822,ben
8823,emma
8824,emma
8825,know
8826,going
8827,see
8828,great
8829,stone
8830,monument
8831,times
8832,high
8833,house
8834,monument
8835,ben
8836,explained
8837,live
8838,asked
8839,girl
8840,don
8841,pleasant
8842,place
8843,live
8844,build
8845,ben
8846,explained
8847,great
8848,battle
8849,had
8850,been
8851,fought
8852,hill
8853,monument
8854,stood
8855,fight
8856,battles
8857,ben
8858,asked
8859,emma
8860,apprehension
8861,afraid
8862,getting
8863,killed
8864,danger
8865,hundred
8866,years
8867,fighting
8868,car
8869,stopped
8870,passenger
8871,got
8872,sat
8873,opposite
8874,ben
8875,young
8876,charge
8877,ben
8878,special
8879,notice
8880,surprised
8881,hear
8882,familiar
8883,voice
8884,declare
8885,ain
8886,gal
8887,nlooking
8888,recognized
8889,lady
8890,fellow
8891,passenger
8892,ma
8893,putty
8894,goin
8895,bunker
8896,hill
8897,goin
8898,charleston
8899,son
8900,wife
8901,goin
8902,stay
8903,niece
8904,till
8905,back
8906,gal
8907,pretty
8908,emma
8909,don
8910,know
8911,unfortunate
8912,question
8913,lady
8914,takes
8915,snuff
8916,emma
8917,passengers
8918,tittered
8919,lady
8920,turned
8921,red
8922,face
8923,exclaimed
8924,mortification
8925,bad
8926,behaved
8927,gal
8928,didn
8929,offend
8930,ma
8931,ben
8932,young
8933,behave
8934,children
8935,didn
8936,sass
8937,elders
8938,children
8939,behave
8940,shut
8941,em
8942,dark
8943,closet
8944,twenty
8945,hours
8946,dry
8947,bread
8948,eat
8949,lady
8950,shook
8951,head
8952,vigorously
8953,glared
8954,emma
8955,top
8956,spectacles
8957,emma
8958,absorbed
8959,looking
8960,window
8961,listen
8962,lady
8963,high
8964,spirited
8965,free
8966,spoken
8967,young
8968,woman
8969,have
8970,been
8971,reply
8972,have
8973,made
8974,matters
8975,worse
8976,ride
8977,long
8978,narrow
8979,bridge
8980,separates
8981,boston
8982,proper
8983,historic
8984,town
8985,charleston
8986,get
8987,conductor
8988,go
8989,street
8990,monument
8991,ben
8992,see
8993,great
8994,stone
8995,pillar
8996,standing
8997,sky
8998,plain
8999,sight
9000,ascended
9001,hilly
9002,street
9003,monument
9004,emma
9005,looks
9006,big
9007,chimney
9008,emma
9009,chimneys
9010,made
9011,brick
9012,big
9013,house
9014,chimney
9015,ben
9016,reached
9017,top
9018,hill
9019,stood
9020,monument
9021,looked
9022,immensely
9023,tall
9024,close
9025,warren
9026,fell
9027,ben
9028,repeating
9029,piece
9030,information
9031,had
9032,heard
9033,fall
9034,inquired
9035,emma
9036,killed
9037,battle
9038,going
9039,ascend
9040,monument
9041,asked
9042,gentleman
9043,had
9044,hill
9045,didn
9046,know
9047,ben
9048,spiral
9049,staircase
9050,inside
9051,visitors
9052,ascend
9053,splendid
9054,view
9055,top
9056,go
9057,going
9058,company
9059,guess
9060,ben
9061,emma
9062,girl
9063,stand
9064,fatigue
9065,wouldn
9066,dare
9067,go
9068,high
9069,ben
9070,emma
9071,timidly
9072,dressed
9073,lady
9074,had
9075,heard
9076,discussion
9077,go
9078,young
9079,man
9080,care
9081,girl
9082,till
9083,stay
9084,dear
9085,smiled
9086,pleasantly
9087,emma
9088,confidence
9089,won
9090,ben
9091,stay
9092,don
9093,gone
9094,long
9095,ben
9096,hesitated
9097,wanted
9098,go
9099,have
9100,opportunity
9101,see
9102,reason
9103,doubt
9104,emma
9105,safe
9106,care
9107,stranger
9108,don
9109,give
9110,trouble
9111,ben
9112,trouble
9113,lady
9114,politely
9115,fond
9116,children
9117,twenty
9118,minutes
9119,ben
9120,descended
9121,looked
9122,emma
9123,heart
9124,gave
9125,great
9126,bound
9127,dismay
9128,emma
9129,lady
9130,seen
9131,chapter
9132,xvii
9133,strange
9134,captor
9135,had
9136,happened
9137,ben
9138,fairly
9139,monument
9140,lady
9141,addressed
9142,emma
9143,dear
9144,fond
9145,candy
9146,emma
9147,suppose
9148,go
9149,candy
9150,store
9151,get
9152,don
9153,want
9154,leave
9155,ben
9156,girl
9157,back
9158,returns
9159,lady
9160,back
9161,time
9162,dear
9163,lady
9164,manner
9165,kind
9166,emma
9167,felt
9168,entire
9169,confidence
9170,promise
9171,go
9172,walked
9173,hill
9174,direction
9175,had
9176,brought
9177,street
9178,shops
9179,lady
9180,entered
9181,leading
9182,emma
9183,hand
9184,give
9185,half
9186,pound
9187,assorted
9188,candy
9189,girl
9190,counter
9191,weighed
9192,candy
9193,handed
9194,left
9195,shop
9196,going
9197,back
9198,ben
9199,asked
9200,emma
9201,have
9202,word
9203,house
9204,supper
9205,dear
9206,child
9207,see
9208,emma
9209,know
9210,truth
9211,girl
9212,experience
9213,world
9214,accustomed
9215,put
9216,confidence
9217,met
9218,lady
9219,kind
9220,manner
9221,home
9222,asked
9223,proved
9224,truth
9225,lady
9226,turned
9227,street
9228,lined
9229,neat
9230,dwellings
9231,rang
9232,bell
9233,servant
9234,answered
9235,bell
9236,mum
9237,jane
9238,jan
9239,looked
9240,inquiringly
9241,girl
9242,point
9243,asking
9244,knew
9245,mistress
9246,peculiar
9247,girl
9248,stay
9249,tea
9250,lady
9251,put
9252,extra
9253,plate
9254,ma
9255,isn
9256,ben
9257,coming
9258,asked
9259,emma
9260,noting
9261,omission
9262,jan
9263,put
9264,extra
9265,plates
9266,emma
9267,followed
9268,acquaintance
9269,stairs
9270,led
9271,neat
9272,bedchamber
9273,lady
9274,entered
9275,bade
9276,emma
9277,enter
9278,locked
9279,door
9280,sinking
9281,floor
9282,astonished
9283,child
9284,exclaimed
9285,evident
9286,emotion
9287,have
9288,found
9289,dear
9290,dear
9291,child
9292,emma
9293,startled
9294,lady
9295,tone
9296,fist
9297,time
9298,felt
9299,alarmed
9300,ain
9301,child
9302,makes
9303,call
9304,dear
9305,mary
9306,lady
9307,isn
9308,mary
9309,emma
9310,change
9311,dear
9312,child
9313,changing
9314,don
9315,know
9316,emma
9317,ore
9318,alarmed
9319,want
9320,go
9321,back
9322,ben
9323,leave
9324,mother
9325,child
9326,mother
9327,go
9328,emma
9329,ran
9330,door
9331,locked
9332,key
9333,lady
9334,pocket
9335,go
9336,dear
9337,child
9338,have
9339,been
9340,long
9341,have
9342,been
9343,lonely
9344,tone
9345,kind
9346,had
9347,varied
9348,emma
9349,frightened
9350,go
9351,began
9352,cry
9353,want
9354,go
9355,ben
9356,lady
9357,looked
9358,mingled
9359,grief
9360,child
9361,turn
9362,mother
9363,stranger
9364,musingly
9365,forgets
9366,mary
9367,longer
9368,loves
9369,emma
9370,girl
9371,ben
9372,hand
9373,stranger
9374,knock
9375,heard
9376,door
9377,lady
9378,rose
9379,opened
9380,newcomer
9381,younger
9382,lady
9383,mentioned
9384,bore
9385,resemblance
9386,sister
9387,looked
9388,surprise
9389,emma
9390,get
9391,child
9392,clara
9393,asked
9394,mary
9395,don
9396,see
9397,mistaken
9398,clara
9399,mary
9400,heaven
9401,has
9402,back
9403,don
9404,see
9405,asked
9406,lady
9407,called
9408,clara
9409,earnestly
9410,poor
9411,sister
9412,younger
9413,lady
9414,compassionately
9415,mistaken
9416,mary
9417,find
9418,belong
9419,emma
9420,had
9421,listened
9422,conversation
9423,interest
9424,feeling
9425,concerned
9426,answered
9427,question
9428,belong
9429,ben
9430,ben
9431,asked
9432,younger
9433,lady
9434,big
9435,stone
9436,chimney
9437,going
9438,top
9439,left
9440,monument
9441,don
9442,dear
9443,child
9444,ma
9445,truth
9446,clara
9447,elder
9448,sister
9449,admitted
9450,younger
9451,lady
9452,looked
9453,perplexed
9454,wrong
9455,clara
9456,girl
9457,brother
9458,feel
9459,anxious
9460,buy
9461,candy
9462,emma
9463,see
9464,child
9465,claim
9466,clara
9467,child
9468,makes
9469,child
9470,dear
9471,younger
9472,lady
9473,gently
9474,poor
9475,sister
9476,lost
9477,girl
9478,long
9479,has
9480,been
9481,day
9482,thought
9483,mary
9484,want
9485,go
9486,back
9487,ben
9488,ben
9489,go
9490,back
9491,brother
9492,child
9493,find
9494,emma
9495,stairs
9496,friend
9497,clara
9498,attempt
9499,hinder
9500,seated
9501,air
9502,dependency
9503,armchair
9504,buried
9505,face
9506,hands
9507,afraid
9508,ben
9509,has
9510,gone
9511,emma
9512,perplexing
9513,young
9514,lady
9515,go
9516,find
9517,brother
9518,home
9519,don
9520,know
9521,emma
9522,have
9523,been
9524,york
9525,going
9526,board
9527,ben
9528,aunt
9529,don
9530,know
9531,lives
9532,don
9533,know
9534,town
9535,emma
9536,shook
9537,head
9538,poor
9539,sister
9540,has
9541,great
9542,mischief
9543,young
9544,lady
9545,gravely
9546,remedy
9547,street
9548,ben
9549,great
9550,trouble
9551,mind
9552,remained
9553,neighborhood
9554,monument
9555,ten
9556,minutes
9557,lady
9558,has
9559,emma
9560,walk
9561,thought
9562,thought
9563,wouldn
9564,ben
9565,felt
9566,inconsiderate
9567,believe
9568,wrong
9569,ten
9570,minutes
9571,has
9572,passed
9573,became
9574,alarmed
9575,began
9576,blame
9577,aunt
9578,thought
9579,wasn
9580,fit
9581,trusted
9582,care
9583,girl
9584,mr
9585,manning
9586,looked
9587,despairing
9588,bewilderment
9589,streets
9590,radiated
9591,monument
9592,directions
9593,took
9594,chance
9595,prove
9596,standing
9597,gentleman
9598,had
9599,gone
9600,descended
9601,girl
9602,asked
9603,ben
9604,explained
9605,trouble
9606,don
9607,alarmed
9608,boy
9609,gentleman
9610,tone
9611,sympathy
9612,sooner
9613,hear
9614,child
9615,asked
9616,ben
9617,child
9618,brought
9619,back
9620,remain
9621,receive
9622,go
9623,search
9624,back
9625,half
9626,hour
9627,ben
9628,started
9629,quest
9630,feverish
9631,haste
9632,explored
9633,street
9634,street
9635,vain
9636,sad
9637,heart
9638,retraced
9639,steps
9640,monument
9641,joy
9642,find
9643,emma
9644,returned
9645,charge
9646,gentleman
9647,had
9648,left
9649,lady
9650,explanation
9651,given
9652,ben
9653,paid
9654,attention
9655,joy
9656,recovery
9657,young
9658,charge
9659,time
9660,sir
9661,inquired
9662,companion
9663,minutes
9664,late
9665,train
9666,exclaimed
9667,ben
9668,dismay
9669,chapter
9670,xviii
9671,envelope
9672,train
9673,asked
9674,gentleman
9675,clock
9676,train
9677,milltown
9678,train
9679,sir
9680,have
9681,wait
9682,till
9683,morrow
9684,make
9685,difference
9686,ben
9687,blushed
9688,have
9689,stay
9690,hotel
9691,uncomfortably
9692,don
9693,have
9694,money
9695,expect
9696,have
9697,expense
9698,relieve
9699,score
9700,gentleman
9701,live
9702,charleston
9703,stay
9704,house
9705,night
9706,go
9707,home
9708,morning
9709,train
9710,morning
9711,train
9712,isn
9713,sir
9714,half
9715,past
9716,ten
9717,accept
9718,invitation
9719,sir
9720,ben
9721,gratefully
9722,don
9723,know
9724,have
9725,had
9726,invited
9727,glad
9728,have
9729,opportunity
9730,kindness
9731,want
9732,send
9733,good
9734,impression
9735,charleston
9736,handsome
9737,house
9738,ben
9739,led
9740,friend
9741,wife
9742,received
9743,children
9744,unaffected
9745,kindness
9746,made
9747,feel
9748,home
9749,evening
9750,mr
9751,somerby
9752,drew
9753,ben
9754,particulars
9755,history
9756,present
9757,position
9758,ben
9759,seemed
9760,frank
9761,manly
9762,pleased
9763,mr
9764,somerby
9765,business
9766,called
9767,capitalist
9768,possessor
9769,large
9770,fortune
9771,care
9772,property
9773,required
9774,considerable
9775,share
9776,time
9777,ben
9778,ready
9779,go
9780,morning
9781,mr
9782,somerby
9783,put
9784,envelope
9785,hand
9786,don
9787,open
9788,till
9789,get
9790,home
9791,sir
9792,good
9793,good
9794,luck
9795,sir
9796,mrs
9797,bradford
9798,home
9799,feeling
9800,anxious
9801,mrs
9802,perkins
9803,had
9804,dropped
9805,make
9806,call
9807,conversation
9808,wasn
9809,reassuring
9810,hasn
9811,ben
9812,got
9813,back
9814,asked
9815,great
9816,risk
9817,sendin
9818,boy
9819,fur
9820,lady
9821,asked
9822,mrs
9823,bradford
9824,uneasily
9825,young
9826,thought
9827,ben
9828,get
9829,boys
9830,allus
9831,confident
9832,mrs
9833,perkins
9834,knowledge
9835,grammar
9836,profound
9837,knew
9838,rely
9839,benjamin
9840,good
9841,boy
9842,good
9843,boy
9844,boys
9845,go
9846,don
9847,trust
9848,fur
9849,expect
9850,back
9851,expected
9852,night
9853,didn
9854,thought
9855,mrs
9856,perkins
9857,nodded
9858,head
9859,vigorously
9860,looked
9861,unutterably
9862,wise
9863,cars
9864,gone
9865,track
9866,lady
9867,don
9868,things
9869,mrs
9870,perkins
9871,mrs
9872,bradford
9873,uneasily
9874,didn
9875,had
9876,havin
9877,dreffle
9878,number
9879,accidents
9880,nowadays
9881,ben
9882,tony
9883,thinking
9884,defend
9885,cousin
9886,home
9887,side
9888,care
9889,boys
9890,seen
9891,heard
9892,mrs
9893,perkins
9894,prepared
9895,worst
9896,motto
9897,motto
9898,wait
9899,hope
9900,familiar
9901,voice
9902,door
9903,ben
9904,exclaimed
9905,tony
9906,joyfully
9907,door
9908,thrown
9909,open
9910,stood
9911,ben
9912,emma
9913,hand
9914,aunt
9915,jane
9916,emma
9917,live
9918,dear
9919,glad
9920,see
9921,mrs
9922,bradford
9923,emma
9924,looked
9925,gentle
9926,face
9927,aunt
9928,asked
9929,dear
9930,tony
9931,introduced
9932,ben
9933,tony
9934,bashful
9935,long
9936,emma
9937,merrily
9938,playing
9939,railly
9940,back
9941,benjamin
9942,mrs
9943,perkins
9944,disappointed
9945,ma
9946,james
9947,loafin
9948,round
9949,usual
9950,affectionate
9951,relative
9952,boys
9953,shiftless
9954,admitted
9955,ben
9956,good
9957,naturedly
9958,get
9959,hungry
9960,aunt
9961,jane
9962,eat
9963,house
9964,set
9965,table
9966,aunt
9967,girl
9968,hungry
9969,undertakin
9970,great
9971,responsibility
9972,mrs
9973,bradford
9974,mrs
9975,perkins
9976,girl
9977,great
9978,care
9979,don
9980,look
9981,light
9982,mrs
9983,bradford
9984,glad
9985,have
9986,humph
9987,talk
9988,month
9989,goin
9990,dinner
9991,ben
9992,bethought
9993,envelope
9994,mr
9995,somerby
9996,had
9997,given
9998,opened
9999,bank
10000,note
10001,dropped
10002,floor
10003,picking
10004,amazement
10005,fifty
10006,dollar
10007,bill
10008,sparkling
10009,eyes
10010,read
10011,letter
10012,lines
10013,penciled
10014,half
10015,sheet
10016,note
10017,paper
10018,have
10019,been
10020,interested
10021,story
10022,beg
10023,acceptancenof
10024,enclosed
10025,slight
10026,encouragement
10027,nneed
10028,advice
10029,assistance
10030,glad
10031,have
10032,call
10033,frederic
10034,somerby
10035,aunt
10036,jane
10037,ben
10038,tone
10039,exultation
10040,hasn
10041,motto
10042,worked
10043,pretty
10044,isn
10045,wait
10046,hope
10047,give
10048,get
10049,discouraged
10050,ben
10051,begin
10052,work
10053,factory
10054,ben
10055,get
10056,comfortably
10057,have
10058,been
10059,thinking
10060,aunt
10061,business
10062,continues
10063,dull
10064,go
10065,school
10066,money
10067,put
10068,savings
10069,bank
10070,have
10071,fall
10072,back
10073,plan
10074,met
10075,mrs
10076,bradford
10077,approval
10078,carried
10079,ben
10080,returned
10081,savings
10082,bank
10083,book
10084,hand
10085,felt
10086,capitalist
10087,fact
10088,cheerful
10089,aunt
10090,caught
10091,infection
10092,looked
10093,brighter
10094,had
10095,years
10096,pleasant
10097,have
10098,money
10099,bank
10100,mrs
10101,perkins
10102,bank
10103,break
10104,lady
10105,see
10106,account
10107,week
10108,savin
10109,bank
10110,failed
10111,wouldn
10112,trust
10113,em
10114,mrs
10115,perkins
10116,ben
10117,mock
10118,gravity
10119,heard
10120,week
10121,man
10122,died
10123,bed
10124,go
10125,bed
10126,aint
10127,joke
10128,lady
10129,prepared
10130,worst
10131,isn
10132,motto
10133,ben
10134,long
10135,live
10136,wait
10137,hope
10138,chapter
10139,xix
10140,prize
10141,scholarship
10142,annual
10143,examination
10144,grammar
10145,schools
10146,milltown
10147,middle
10148,june
10149,summer
10150,vacation
10151,ward
10152,school
10153,prizes
10154,had
10155,been
10156,offered
10157,principal
10158,scholars
10159,stood
10160,highest
10161,rank
10162,lists
10163,speculation
10164,rife
10165,probable
10166,result
10167,choice
10168,finally
10169,narrowed
10170,boys
10171,ben
10172,bradford
10173,sixteen
10174,years
10175,age
10176,samuel
10177,archer
10178,son
10179,superintendent
10180,milton
10181,mills
10182,father
10183,son
10184,mr
10185,archer
10186,purse
10187,proud
10188,consequential
10189,felt
10190,entitled
10191,deference
10192,score
10193,wealth
10194,prominence
10195,sam
10196,days
10197,examination
10198,chances
10199,obtaining
10200,prize
10201,have
10202,father
10203,answered
10204,sam
10205,entitled
10206,sir
10207,get
10208,matter
10209,course
10210,don
10211,know
10212,don
10213,prize
10214,adjudged
10215,fairly
10216,principal
10217,thinks
10218,great
10219,deal
10220,ben
10221,bradford
10222,chief
10223,competitor
10224,boy
10225,afraid
10226,poor
10227,boy
10228,work
10229,mills
10230,nephew
10231,widow
10232,bradford
10233,lives
10234,small
10235,house
10236,size
10237,bandbox
10238,expect
10239,poor
10240,poverty
10241,ben
10242,wears
10243,coarse
10244,clothes
10245,don
10246,nbelieve
10247,has
10248,suit
10249,year
10250,have
10251,believe
10252,bill
10253,clothes
10254,exceeds
10255,mine
10256,father
10257,want
10258,son
10259,dress
10260,people
10261,know
10262,rich
10263,man
10264,expect
10265,humph
10266,carried
10267,mr
10268,archer
10269,had
10270,paid
10271,large
10272,tailor
10273,bill
10274,sam
10275,principal
10276,favors
10277,see
10278,strange
10279,favor
10280,penniless
10281,boy
10282,mr
10283,archer
10284,worshiper
10285,wealth
10286,man
10287,don
10288,know
10289,side
10290,bread
10291,buttered
10292,man
10293,consequence
10294,have
10295,influence
10296,milltown
10297,mr
10298,archer
10299,vulgar
10300,complacency
10301,fancy
10302,oust
10303,mr
10304,taylor
10305,position
10306,caught
10307,indulging
10308,favoritism
10309,mistaken
10310,sam
10311,mr
10312,archer
10313,looked
10314,thoughtful
10315,finally
10316,pay
10317,attention
10318,mr
10319,taylor
10320,turn
10321,scale
10322,go
10323,school
10324,morrow
10325,send
10326,invitation
10327,mr
10328,taylor
10329,dine
10330,ll
10331,give
10332,good
10333,dinner
10334,get
10335,good
10336,natured
10337,sam
10338,school
10339,morning
10340,bore
10341,note
10342,father
10343,dinner
10344,invitation
10345,father
10346,accept
10347,invitation
10348,pleasure
10349,principal
10350,time
10351,had
10352,received
10353,mark
10354,attention
10355,mr
10356,archer
10357,shrewd
10358,man
10359,understood
10360,signified
10361,coming
10362,father
10363,announced
10364,sam
10365,return
10366,home
10367,seem
10368,gratified
10369,invitation
10370,couldn
10371,accept
10372,pleasure
10373,doubt
10374,feels
10375,attention
10376,mr
10377,archer
10378,pompously
10379,knows
10380,man
10381,prominence
10382,influence
10383,invitation
10384,give
10385,social
10386,status
10387,mr
10388,archer
10389,have
10390,been
10391,offended
10392,had
10393,been
10394,told
10395,principal
10396,highly
10397,respected
10398,town
10399,spite
10400,wealth
10401,fine
10402,house
10403,principal
10404,sat
10405,mr
10406,archer
10407,dinner
10408,table
10409,partook
10410,dinner
10411,richer
10412,varied
10413,modest
10414,salary
10415,enabled
10416,indulge
10417,home
10418,had
10419,been
10420,entertained
10421,annoyed
10422,mr
10423,archer
10424,appearing
10425,appreciate
10426,superiority
10427,dinner
10428,confound
10429,man
10430,takes
10431,coolly
10432,accustomed
10433,dine
10434,sumptuously
10435,day
10436,thought
10437,archer
10438,hope
10439,enjoying
10440,dinner
10441,mr
10442,taylor
10443,plume
10444,cook
10445,venture
10446,pay
10447,dollars
10448,month
10449,person
10450,milltown
10451,have
10452,good
10453,dinner
10454,score
10455,have
10456,good
10457,cook
10458,mr
10459,taylor
10460,asked
10461,mrs
10462,archer
10463,condescendingly
10464,fact
10465,keep
10466,servant
10467,suppose
10468,salary
10469,permit
10470,keep
10471,servant
10472,madam
10473,mr
10474,taylor
10475,salary
10476,increased
10477,mr
10478,archer
10479,graciously
10480,laborer
10481,worthy
10482,hire
10483,eh
10484,see
10485,induce
10486,town
10487,vote
10488,increased
10489,compensation
10490,principal
10491,quietly
10492,larger
10493,salary
10494,course
10495,acceptable
10496,doubt
10497,town
10498,feel
10499,voting
10500,rest
10501,easy
10502,mr
10503,archer
10504,pompously
10505,bring
10506,continued
10507,rich
10508,man
10509,samuel
10510,tells
10511,have
10512,offered
10513,scholarship
10514,prizes
10515,sir
10516,scholars
10517,pass
10518,examination
10519,boy
10520,stand
10521,matter
10522,prominent
10523,competitors
10524,glad
10525,hear
10526,glad
10527,sam
10528,morrow
10529,gratify
10530,succeed
10531,ambitious
10532,son
10533,mr
10534,taylor
10535,don
10536,mind
10537,admitting
10538,ambition
10539,natural
10540,principal
10541,sam
10542,scholarship
10543,excellent
10544,record
10545,satisfactory
10546,mr
10547,taylor
10548,assurance
10549,deeply
10550,gratifying
10551,mrs
10552,archer
10553,happiest
10554,day
10555,lives
10556,sam
10557,succeeds
10558,approaching
10559,competition
10560,has
10561,fair
10562,chance
10563,success
10564,sir
10565,ve
10566,fixed
10567,things
10568,mr
10569,archer
10570,complacently
10571,principal
10572,had
10573,leave
10574,prize
10575,good
10576,sam
10577,chapter
10578,xx
10579,battle
10580,ben
10581,term
10582,school
10583,had
10584,extended
10585,months
10586,hero
10587,having
10588,excellent
10589,natural
10590,capacity
10591,easily
10592,took
10593,high
10594,rank
10595,scholar
10596,expect
10597,win
10598,prize
10599,ben
10600,asked
10601,friend
10602,james
10603,watson
10604,hope
10605,win
10606,ben
10607,sam
10608,archer
10609,suppose
10610,lies
10611,step
10612,carry
10613,added
10614,ben
10615,smiling
10616,knew
10617,james
10618,low
10619,rank
10620,sensitive
10621,subject
10622,make
10623,easy
10624,ben
10625,won
10626,interfere
10627,friend
10628,know
10629,sake
10630,answer
10631,questions
10632,wrong
10633,considerate
10634,james
10635,have
10636,relieved
10637,mind
10638,load
10639,anxiety
10640,don
10641,mention
10642,ben
10643,shan
10644,feel
10645,sacrifice
10646,good
10647,fellow
10648,rate
10649,james
10650,sam
10651,archer
10652,thinks
10653,awful
10654,lot
10655,forget
10656,father
10657,superintendent
10658,mill
10659,ben
10660,intending
10661,vacation
10662,get
10663,employment
10664,mill
10665,have
10666,been
10667,idle
10668,year
10669,aunt
10670,has
10671,been
10672,getting
10673,dollars
10674,week
10675,received
10676,emma
10677,board
10678,don
10679,feel
10680,supporting
10681,family
10682,high
10683,time
10684,work
10685,ben
10686,ve
10687,been
10688,thinking
10689,james
10690,sam
10691,archer
10692,disappointed
10693,prize
10694,doesn
10695,love
10696,overmuch
10697,afraid
10698,prejudice
10699,father
10700,induce
10701,refuse
10702,employment
10703,mill
10704,know
10705,sam
10706,archer
10707,has
10708,good
10709,chance
10710,have
10711,told
10712,boys
10713,mr
10714,taylor
10715,pet
10716,prize
10717,give
10718,account
10719,favoritism
10720,believe
10721,sam
10722,special
10723,friends
10724,mr
10725,taylor
10726,reminds
10727,mr
10728,taylor
10729,night
10730,don
10731,know
10732,dining
10733,mr
10734,archer
10735,isn
10736,mr
10737,archer
10738,curry
10739,favor
10740,principal
10741,sam
10742,doesn
10743,know
10744,mr
10745,taylor
10746,decide
10747,justly
10748,rate
10749,want
10750,go
10751,back
10752,mill
10753,ben
10754,thing
10755,sam
10756,beat
10757,make
10758,good
10759,natured
10760,get
10761,place
10762,shan
10763,resign
10764,prize
10765,obtain
10766,loses
10767,employment
10768,mill
10769,go
10770,search
10771,employment
10772,pluck
10773,ben
10774,wait
10775,expect
10776,win
10777,end
10778,good
10779,luck
10780,ben
10781,supper
10782,ready
10783,go
10784,home
10785,ben
10786,thought
10787,felt
10788,james
10789,correct
10790,prediction
10791,effect
10792,success
10793,determined
10794,beat
10795,sam
10796,morning
10797,entered
10798,schoolroom
10799,cool
10800,confident
10801,sam
10802,nervous
10803,seemed
10804,equally
10805,confident
10806,mr
10807,taylor
10808,won
10809,go
10810,back
10811,reflected
10812,dining
10813,house
10814,father
10815,has
10816,promised
10817,get
10818,higher
10819,salary
10820,examination
10821,lasted
10822,session
10823,partly
10824,oral
10825,partly
10826,written
10827,boys
10828,principal
10829,devote
10830,evening
10831,examination
10832,papers
10833,morrow
10834,morning
10835,decision
10836,made
10837,known
10838,thought
10839,sam
10840,ll
10841,give
10842,prize
10843,chapter
10844,xxi
10845,ben
10846,wins
10847,school
10848,boy
10849,seat
10850,morning
10851,opening
10852,school
10853,choice
10854,lay
10855,general
10856,interest
10857,felt
10858,result
10859,competition
10860,ben
10861,favorite
10862,sam
10863,had
10864,followers
10865,generally
10866,sycophantic
10867,boys
10868,had
10869,respect
10870,wealth
10871,had
10872,favors
10873,ask
10874,boys
10875,principal
10876,sat
10877,till
10878,twelve
10879,clock
10880,evening
10881,examining
10882,papers
10883,have
10884,ascertained
10885,entitled
10886,prizes
10887,have
10888,made
10889,list
10890,ten
10891,highest
10892,scholars
10893,percentages
10894,glad
10895,have
10896,regret
10897,have
10898,prizes
10899,bestow
10900,announce
10901,names
10902,prize
10903,boys
10904,prize
10905,benjamin
10906,bradford
10907,prize
10908,sam
10909,archer
10910,boys
10911,applauded
10912,noisily
10913,bradford
10914,percentage
10915,continued
10916,principal
10917,ninety
10918,tenths
10919,archer
10920,ninety
10921,tenths
10922,high
10923,heartily
10924,congratulate
10925,young
10926,gentlemen
10927,brilliant
10928,success
10929,bradford
10930,desk
10931,mr
10932,taylor
10933,hands
10934,neat
10935,edition
10936,longfellow
10937,poems
10938,sir
10939,ben
10940,boys
10941,applauded
10942,archer
10943,principal
10944,sam
10945,rose
10946,slowly
10947,discontented
10948,look
10949,shuffled
10950,desk
10951,edition
10952,tennyson
10953,poems
10954,handed
10955,received
10956,word
10957,hurried
10958,back
10959,seat
10960,applause
10961,case
10962,day
10963,school
10964,session
10965,lasted
10966,hour
10967,half
10968,half
10969,past
10970,ten
10971,boys
10972,poured
10973,schoolhouse
10974,noisy
10975,demonstrations
10976,joy
10977,congratulate
10978,fellow
10979,james
10980,watson
10981,ben
10982,ve
10983,splendidly
10984,james
10985,exclaimed
10986,ben
10987,received
10988,congratulations
10989,modestly
10990,go
10991,congratulate
10992,sam
10993,boys
10994,good
10995,scholar
10996,boy
10997,james
10998,goes
10999,congratulate
11000,prize
11001,sam
11002,offering
11003,hand
11004,sam
11005,appear
11006,see
11007,hand
11008,prize
11009,isn
11010,worth
11011,having
11012,discontentedly
11013,course
11014,had
11015,chance
11016,bradford
11017,teacher
11018,favorite
11019,ben
11020,don
11021,deserve
11022,prize
11023,get
11024,speak
11025,sam
11026,rate
11027,sam
11028,father
11029,entered
11030,presence
11031,expected
11032,father
11033,taylor
11034,gave
11035,prize
11036,favorite
11037,ben
11038,bradford
11039,attention
11040,have
11041,paid
11042,man
11043,positively
11044,outrageous
11045,defraud
11046,rights
11047,won
11048,have
11049,salary
11050,increased
11051,father
11052,ll
11053,have
11054,man
11055,discharged
11056,favor
11057,want
11058,ask
11059,father
11060,son
11061,hear
11062,ben
11063,bradford
11064,going
11065,seek
11066,employment
11067,mill
11068,school
11069,hope
11070,ll
11071,refuse
11072,prize
11073,cost
11074,dear
11075,have
11076,given
11077,employment
11078,had
11079,beaten
11080,prize
11081,business
11082,has
11083,revived
11084,have
11085,decided
11086,extra
11087,hands
11088,giving
11089,preference
11090,have
11091,been
11092,employ
11093,revenged
11094,rate
11095,sam
11096,chapter
11097,xxii
11098,sam
